"Sample ID","Bioproject ID","Biosample ID","Species","Biotic Relationship","Extreme Environment","Cell Arrangement","Cell Shape","Colony Color","Energy Source","Habitat","Oxygen","Latitude","Longitude","Elevation","Collection Method","Collection Date","Storage Method","Originating Lab","Sample Provider","GEO Location","Contact Email","Description"
"P10K-NCBI-002782","PRJNA231566","SAMN02739943","prasinophyte sp. RCC997","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","34.35","130.08333","NA","Organic medium","NA","NA","NA","Daniel Vaulot","Japan","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002783","PRJNA231566","SAMN02739938","prasinophyte sp. RCC997","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-8.333333","-141.25","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002784","PRJNA231566","SAMN02739941","prasinophyte sp. RCC997","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","35.216667","139.61667","NA","Organic medium","NA","NA","NA","Daniel Vaulot","Japan","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002785","PRJNA231566","SAMN02739942","Pycnococcus provasolii","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","35.216667","139.61667","NA","Organic medium","NA","NA","NA","Daniel Vaulot","Japan","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002786","PRJNA231566","SAMN02740376","uncultured ciliate","NA","Undefined","Singles","Undefined","Undefined","Undefined","Sediment","Undefined","-34.175","120.06","NA","Organic medium","NA","NA","NA","Denis Lynn","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002787","PRJNA231566","SAMN02740178","Partenskyella glossopodia","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","37.4","15.616667","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002788","PRJNA231566","SAMN02740123","Triparma eleuthera","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-16","-150","NA","Organic medium","NA","NA","NA","Daniel Vaulot","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002789","PRJNA231566","SAMN02740277","Bolidomonas sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","35.666668","14.1","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002790","PRJNA231566","SAMN02740258","Bolidomonas sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","49.316666","-3.3166666","NA","Organic medium","NA","NA","NA","Daniel Vaulot","France","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002791","PRJNA231566","SAMN02740315","Minutocellus polymorphus","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","71.183334","-159.41667","NA","Organic medium","NA","NA","NA","Daniel Vaulot","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002792","PRJNA231566","SAMN02740261","Florenciella parvula","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","59.316666","4.3166666","NA","Organic medium","NA","NA","NA","Daniel Vaulot","Norway","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002793","PRJNA231566","SAMN02740260","Florenciella sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","61","1.9833333","NA","Organic medium","NA","NA","NA","Daniel Vaulot","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002794","PRJNA231566","SAMN02740228","Florenciella sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-8.333333","-141.25","NA","Organic medium","NA","NA","NA","NA","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002795","PRJNA231566","SAMN02740316","Mamiellaceae sp. RCC2288","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","70.5","-135.5","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002796","PRJNA231566","SAMN02740320","Micromonas pusilla","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","70.55","-140.8","NA","Organic medium","NA","NA","NA","Daniel Vaulot","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002797","PRJNA231566","SAMN02740231","Pelagomonas calceolata","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-29.233334","-101.48333","NA","Organic medium","NA","NA","NA","Daniel Vaulot","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002798","PRJNA231566","SAMN02740229","Pelagophyceae sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-8.333333","-141.25","NA","Organic medium","NA","NA","NA","Daniel Vaulot","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002799","PRJNA231566","SAMN02740232","Picochlorum sp. RCC944","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-34.533333","-72.416664","NA","Organic medium","NA","NA","NA","Daniel Vaulot","Chile","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002800","PRJNA231566","SAMN02740197","Scyphosphaera apsteinii","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","41.39","2.48","NA","Organic medium","NA","NA","NA","Daniel Vaulot","Spain","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002801","PRJNA231566","SAMN02740190","Calcidiscus leptoporus","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-34.466667","17.3","NA","Organic medium","NA","NA","NA","Daniel Vaulot","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002802","PRJNA231566","SAMN02740171","Chrysoculter rhomboideus","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","38.11","141.07","NA","Organic medium","NA","NA","NA","Daniel Vaulot","Japan","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002803","PRJNA231566","SAMN02740319","Chaetoceros neogracilis","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","70.683334","-138.36667","NA","Organic medium","NA","NA","NA","Daniel Vaulot","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002804","PRJNA231566","SAMN02740584","Pelagodinium beii","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","14.82","-67.05","NA","Organic medium","NA","NA","NA","Willie Wilson","Puerto Rico","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002805","PRJNA231566","SAMN02740585","Fibrocapsa japonica","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-37.86","144.93","NA","Organic medium","NA","NA","NA","Willie Wilson","Australia;Victoria;Melbourne","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002806","PRJNA231566","SAMN02740586","Florenciella parvula","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","49","-4","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002807","PRJNA231566","SAMN02740587","Fabrea salina","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Giulio Petroni","Italy","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002808","PRJNA231566","SAMN02740278","Aplanochytrium stocchinoi","NA","Undefined","Singles","Undefined","Undefined","Undefined","Sediment","Undefined","40.7","-73.1","NA","Organic medium","NA","NA","NA","NA","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002809","PRJNA231566","SAMN02740279","Aplanochytrium stocchinoi","NA","Undefined","Singles","Undefined","Undefined","Undefined","Sediment","Undefined","40.7","-73.1","NA","Organic medium","NA","NA","NA","NA","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002810","PRJNA231566","SAMN02740280","Aplanochytrium stocchinoi","NA","Undefined","Singles","Undefined","Undefined","Undefined","Sediment","Undefined","40.7","-73.1","NA","Organic medium","NA","NA","NA","NA","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002811","PRJNA231566","SAMN02740281","Aplanochytrium stocchinoi","NA","Undefined","Singles","Undefined","Undefined","Undefined","Sediment","Undefined","40.7","-73.1","NA","Organic medium","NA","NA","NA","NA","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002812","PRJNA231566","SAMN02740588","Stauroneis constricta","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-0.7475","-126.03","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002813","PRJNA231566","SAMN02740198","Erythrolobus australicus","NA","Undefined","Singles","Undefined","Undefined","Undefined","Sediment","Undefined","-34.02","151.15","NA","Organic medium","NA","NA","NA","Willie Wilson","Australia;New South Wales;Sydney","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002814","PRJNA231566","SAMN02740208","Erythrolobus madagascarensis","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine algae","Undefined","43.6002","-23.1667","NA","Organic medium","NA","NA","NA","Willie Wilson","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002815","PRJNA231566","SAMN02740589","Hemiselmis tepida","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","29.38","-94.88","NA","Organic medium","NA","NA","NA","John Archibald","USA;Texas;Houston","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002816","PRJNA231566","SAMN02740590","Hemiselmis virescens","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","John Archibald","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002817","PRJNA231566","SAMN02740591","Hemiselmis rufescens","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","John Archibald","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002818","PRJNA231566","SAMN02740592","Bigelowiella natans","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","34.72","-66.5","NA","Organic medium","NA","NA","NA","John Archibald","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002819","PRJNA231566","SAMN02740593","Bigelowiella longifila","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","32.38","-64.71","NA","Organic medium","NA","NA","NA","John Archibald","Bermuda;Saint George's;Saint George's","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002820","PRJNA231566","SAMN02740206","Licmophora paradoxa","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","42.41915","-70.91349","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","USA;Massachusetts;Essex","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002821","PRJNA231566","SAMN02740236","Staurosira sp.","Free living","Undefined","Singles","Undefined","Undefined","Autotroph","Marine water","Aerobe","-36.5062","-73.1225","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","Chile","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002822","PRJNA231566","SAMN02740137","Leptocylindrus danicus","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","25","-90","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002823","PRJNA231566","SAMN02740594","Gephyrocapsa oceanica","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","44.6","-1.5","NA","Organic medium","NA","NA","NA","Sonya Dyhrman, Andrew Juhl","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002824","PRJNA231566","SAMN02740595","Gephyrocapsa oceanica","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sonya Dyhrman, Andrew Juhl","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002825","PRJNA231566","SAMN02740596","Gephyrocapsa oceanica","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sonya Dyhrman, Andrew Juhl","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002826","PRJNA231566","SAMN02740597","Gephyrocapsa oceanica","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sonya Dyhrman, Andrew Juhl","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002827","PRJNA231566","SAMN02740598","Cladocopium sp. clade C","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Ruth Gates","Australia","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002828","PRJNA231566","SAMN02740599","Cladocopium sp. clade C","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Ruth Gates","Australia","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002829","PRJNA231566","SAMN02740600","Cladocopium sp. clade C","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","21.43","-157.78","NA","Organic medium","NA","NA","NA","Ruth Gates","USA;Hawai'i;Honolulu","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002830","PRJNA231566","SAMN02740601","Cladocopium sp. clade C","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Ruth Gates","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002831","PRJNA231566","SAMN02740602","Symbiodinium sp. clade A","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Ruth Gates","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002832","PRJNA231566","SAMN02740238","Symbiodinium sp. type D1a","NA","Undefined","Singles","Undefined","Undefined","Undefined","NA","Undefined","24.7335","-80.769165","NA","Organic medium","NA","NA","NA","Ruth Gates","USA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002833","PRJNA231566","SAMN02740603","Moneuplotes crassus","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Cristina Miceli","Italy","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002834","PRJNA231566","SAMN02740604","Pavlova sp. CCMP459","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Sheri Floge","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002835","PRJNA231566","SAMN02740605","Ammonia sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Jan Pawlowski","Germany","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002836","PRJNA231566","SAMN02740606","Elphidium margaritaceum","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Jan Pawlowski","France","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002837","PRJNA231566","SAMN02740607","Micromonas pusilla","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","49.25","-123.1","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","Canada;British Columbia;Vancouver","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002838","PRJNA231566","SAMN02740139","Micromonas pusilla","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","8.5","-78.22","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","Panama;Darien;Chepigana","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002839","PRJNA231566","SAMN02740053","Isochrysis sp.","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","38.3048","-69.6192","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002840","PRJNA231566","SAMN02740058","Rhodomonas sp. CCMP768","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-39","176","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","New Zealand","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002841","PRJNA231566","SAMN02740145","Micromonas pusilla","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","76.2833","-74.75","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","Canada","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002842","PRJNA231566","SAMN02739949","Chlamydomonas leiostraca","NA","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","52.2","0.18","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","United Kingdom;Cambridgeshire;Cambridgeshire","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002843","PRJNA231566","SAMN02739947","Chlamydomonas chlamydogama","NA","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","10.5","-66.9","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","Venezuela;Libertador;Libertador","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002844","PRJNA231566","SAMN02740074","Micromonas pusilla","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","-36.1","144.6","NA","Organic medium","NA","NA","NA","Alexandra Z. Worden","Australia;Victoria;Campaspe - Rochester","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002845","PRJNA231566","SAMN02740108","Asterionellopsis glacialis","NA","Undefined","Singles","Undefined","Undefined","Undefined","Marine water","Undefined","51.7333","3.7667","NA","Organic medium","NA","NA","NA","E. Virginia Armbrust","Netherlands;Zeeland;Zeeland","p10k@ihb.ac.cn","From NCBI and iMicrobe"
"P10K-NCBI-002846","PRJNA231566","SAMN02740336","Blepharisma japonicum","Free living","Undefined","Singles","Undefined","Undefined","Undefined","Fresh water","Undefined","NA","NA","NA","Organic medium","NA","NA","NA","Giulio Petroni","NA","p10k@ihb.ac.cn","From NCBI and iMicrobe"
