Species,SampleID,AssemblyID,TotalSize,ScaffoldCount,N50,Completeness,GeneCount,CDSCompleteness,AnnotLevel,SomeNumber
Haptolina brevifila,P10K-NCBI-002713,CAM_ASM_000808,53.023609,87610,814,44.7,87122,43.6789789031473,Low,1
Chromulina nebulosa,P10K-NCBI-002714,CAM_ASM_000446,17.166851,25346,907,41.5,25144,49.5903595291123,Low,1
Haptolina ericina,P10K-NCBI-002715,CAM_ASM_000453,51.101433,74018,958,48.2,73628,54.6925082848916,Medium,1
Pseudopedinella elastica,P10K-NCBI-002716,CAM_ASM_000454,7.650781,19296,419,3.5,18615,37.7437550362611,Low,1
Spumella elongata,P10K-NCBI-002717,CAM_ASM_000809,36.135377,65865,700,58.0,65356,36.680641410123,Low,1
Phaeocystis antarctica,P10K-NCBI-002718,CAM_ASM_000460,45.025003,83790,671,49.0,81708,29.585842267587,Low,1
Rhodomonas abbreviata,P10K-NCBI-002719,CAM_ASM_000811,43.923157,73662,820,50.6,72932,35.6030274776504,Low,1
Geminigera,P10K-NCBI-002720,CAM_ASM_000812,55.390309,100847,701,50.6,100368,45.2235772357724,Low,1
Paraphysomonas sp.,P10K-NCBI-002721,CAM_ASM_000813,31.189705,27001,1731,83.1,26952,69.8092905906797,Medium,1
Cafeteria sp.,P10K-NCBI-002722,CAM_ASM_000814,21.084422,31307,931,60.0,30690,27.8950798305637,Low,1
Ochromonas sp.,P10K-NCBI-002723,CAM_ASM_000815,26.072933,31721,1265,53.0,31594,49.7214661011584,Medium,1
Mantoniella antarctica,P10K-NCBI-002724,CAM_ASM_000816,31.391674,39052,1229,69.0,38104,45.3758135628805,Medium,1
Paraphysomonas vestita,P10K-NCBI-002725,CAM_ASM_000817,18.661962,25172,1070,54.1,25046,50.1916473688413,Medium,1
Symbiodinium sp. CCMP421,P10K-NCBI-002726,CAM_ASM_000834,96.510885,138369,1019,50.2,137397,40.0685604489181,Low,1
Neobodo designis,P10K-NCBI-002727,CAM_ASM_000835,37.32034,55089,943,42.7,54263,32.7995134806406,Low,1
Symbiodinium sp. CCMP2430,P10K-NCBI-002728,CAM_ASM_000431,55.792486,75291,1099,53.7,74907,49.8070941300546,Medium,1
Symbiodinium sp. CCMP2430,P10K-NCBI-002729,CAM_ASM_000432,42.582301,68167,877,47.8,67786,49.9690201516537,Low,1
Symbiodinium sp. CCMP2430,P10K-NCBI-002730,CAM_ASM_000433,40.420507,64980,872,47.8,64660,51.5419115372719,Low,1
Symbiodinium sp. Mp,P10K-NCBI-002731,CAM_ASM_000448,55.52022,73622,1121,54.9,73257,48.5605471149515,Medium,1
Symbiodinium sp. Mp,P10K-NCBI-002732,CAM_ASM_000449,34.575609,64145,697,36.8,63860,46.2135922330097,Low,1
Symbiodinium sp. Mp,P10K-NCBI-002733,CAM_ASM_000455,35.230608,63086,750,41.6,62756,46.623430428963,Low,1
Symbiodinium sp. Mp,P10K-NCBI-002734,CAM_ASM_000456,47.48765,68385,1023,54.5,68074,49.8971707259747,Medium,1
Dunaliella tertiolecta,P10K-NCBI-002735,CAM_ASM_000457,26.080714,29944,1396,65.9,29830,50.0368756285619,Medium,1
Dunaliella tertiolecta,P10K-NCBI-002736,CAM_ASM_000462,33.488407,32282,1703,77.6,32161,53.8571561829545,Medium,1
Dunaliella tertiolecta,P10K-NCBI-002737,CAM_ASM_000463,30.762858,29099,1686,78.4,29008,54.8710700496415,Medium,1
Isochrysis sp.,P10K-NCBI-002738,CAM_ASM_000464,27.500777,28337,1602,38.8,28188,57.1697176103306,Low,1
Isochrysis sp.,P10K-NCBI-002739,CAM_ASM_000469,9.578971,16994,744,12.6,16938,57.9171094580234,Low,1
Isochrysis sp.,P10K-NCBI-002740,CAM_ASM_000470,8.521908,15320,720,12.9,15272,63.1089575694081,Low,1
Isochrysis sp.,P10K-NCBI-002741,CAM_ASM_000471,29.721752,31184,1543,45.1,31039,56.2099294436032,Medium,1
Chrysotila carterae,P10K-NCBI-002742,CAM_ASM_000701,40.245925,60021,972,46.2,59424,43.7483171782445,Low,1
Chrysotila carterae,P10K-NCBI-002743,CAM_ASM_000702,22.7219,35988,938,27.5,35677,46.9882557389915,Low,1
Chrysotila carterae,P10K-NCBI-002744,CAM_ASM_000703,30.911484,45302,1040,47.5,44875,46.7075208913649,Low,1
Pavlova sp. CCMP459,P10K-NCBI-002745,CAM_ASM_000712,20.421022,25079,1263,33.3,24756,44.5710130877363,Low,1
Pavlova sp. CCMP459,P10K-NCBI-002746,CAM_ASM_000713,21.571213,30485,1082,40.4,30131,45.5577312402509,Low,1
Ochromonadaceae sp. CCMP2298,P10K-NCBI-002747,CAM_ASM_000714,26.640905,32338,1173,65.8,31956,42.7869570659657,Medium,1
Ochromonadaceae sp. CCMP2298,P10K-NCBI-002748,CAM_ASM_000723,27.7132,36164,1101,65.8,35636,43.3466157817937,Medium,1
Ochromonadaceae sp. CCMP2298,P10K-NCBI-002749,CAM_ASM_000724,28.737876,37874,1091,65.1,37314,41.2070536527845,Medium,1
Ochromonadaceae sp. CCMP2298,P10K-NCBI-002750,CAM_ASM_000725,28.218015,35667,1139,63.5,35206,43.3392035448503,Medium,1
Lessardia elongata,P10K-NCBI-002751,CAM_ASM_000735,0.74278,2542,282,0.0,2531,44.1327538522323,Low,1
Gyrodinium dominans,P10K-NCBI-002752,CAM_ASM_000736,0.035341,119,281,0.4,119,37.8151260504202,Low,1
Emiliania huxleyi,P10K-NCBI-002753,CAM_ASM_000738,34.631521,51882,873,52.1,50047,34.8072811557136,Low,1
Emiliania huxleyi,P10K-NCBI-002754,CAM_ASM_000746,31.844669,50362,817,46.6,48401,33.3691452655937,Low,1
Emiliania huxleyi,P10K-NCBI-002755,CAM_ASM_000747,36.847214,52809,915,52.6,51066,36.3157482473662,Low,1
Emiliania huxleyi,P10K-NCBI-002756,CAM_ASM_000748,36.128998,51612,919,50.5,50012,19.4373350395905,Low,1
Emiliania huxleyi,P10K-NCBI-002757,CAM_ASM_000755,36.651421,52243,936,52.1,50477,37.1594983854033,Low,1
Emiliania huxleyi,P10K-NCBI-002758,CAM_ASM_000756,38.041818,52407,965,52.5,50715,38.3949521837721,Low,1
Emiliania huxleyi,P10K-NCBI-002759,CAM_ASM_000757,36.143835,51388,929,52.5,49666,37.0152619498248,Low,1
Emiliania huxleyi,P10K-NCBI-002760,CAM_ASM_000765,38.269491,52313,974,52.9,50673,38.3340240364691,Low,1
Picocystis salinarum,P10K-NCBI-002761,CAM_ASM_000767,10.536556,10098,1621,58.8,10066,58.3945956685873,Medium,1
Pinguiococcus pyrenoidosus,P10K-NCBI-002762,CAM_ASM_000772,22.768365,20018,1736,67.4,19929,53.0784284208942,Medium,1
Picochlorum oklahomense,P10K-NCBI-002763,CAM_ASM_000773,12.17114,13829,1388,56.5,13771,54.0047926802701,Medium,1
Phaeocystis sp.,P10K-NCBI-002764,CAM_ASM_000774,21.959233,39133,717,39.2,37997,34.8211700923757,Low,1
Phaeomonas parva,P10K-NCBI-002765,CAM_ASM_000684,46.087023,46917,1557,64.3,45647,54.0867965036037,Medium,1
Chrysoreinhardia sp.,P10K-NCBI-002766,CAM_ASM_000685,24.867879,27772,1329,46.6,26782,43.0737062205959,Low,1
Chrysocystis sp.,P10K-NCBI-002767,CAM_ASM_000686,18.815114,24423,1112,46.3,23464,25.1065461984316,Low,1
Chrysoreinhardia sp.,P10K-NCBI-002768,CAM_ASM_000694,36.506448,38876,1381,55.3,37519,47.184093392681,Medium,1
Mallomonas sp.,P10K-NCBI-002769,CAM_ASM_000695,27.794341,41182,952,52.9,40953,50.3528435035284,Medium,1
Pyramimonas sp.,P10K-NCBI-002770,CAM_ASM_000704,29.717862,40009,1109,68.2,39488,44.4616085899514,Medium,1
Sarcinochrysis sp.,P10K-NCBI-002771,CAM_ASM_000705,6.348822,11581,682,16.8,11348,46.5544589354952,Low,1
Helicotheca sp.,P10K-NCBI-002772,CAM_ASM_000706,14.56068,20449,1043,24.3,20417,58.3582308860264,Low,1
Timspurckia oligopyrenoides,P10K-NCBI-002773,CAM_ASM_000715,14.64635,13901,1574,49.0,13869,58.5478405076069,Medium,1
Rhizochromulina marina,P10K-NCBI-002774,CAM_ASM_000716,26.480549,33405,1192,63.9,33104,48.8611648139198,Medium,1
Dictyocha speculum,P10K-NCBI-002775,CAM_ASM_000717,41.662952,65184,920,62.7,64871,53.0267762174161,Medium,1
Pseudictyota dubia,P10K-NCBI-002776,CAM_ASM_000726,28.653604,51565,744,24.3,50867,38.4925393673698,Low,1
Synedropsis cf. recta,P10K-NCBI-002777,CAM_ASM_000727,24.371479,33319,1079,46.6,33207,52.9767820037944,Low,1
Ochromonas sp.,P10K-NCBI-002778,CAM_ASM_000728,29.149566,36415,1266,71.0,36199,57.9684521671869,Medium,1
Phaeocystis sp.,P10K-NCBI-002779,CAM_ASM_000739,12.884923,25477,636,31.3,25183,40.5630782670849,Low,1
Chlamydomonas sp.,P10K-NCBI-002780,CAM_ASM_000741,16.756349,22693,1188,56.9,22599,57.2060710650914,Medium,1
prasinophyte sp. RCC997,P10K-NCBI-002781,CAM_ASM_000750,13.568575,15611,1278,66.6,15434,54.0235842944149,Medium,1
prasinophyte sp. RCC997,P10K-NCBI-002782,CAM_ASM_000751,29.581876,36383,1148,76.1,35750,41.9468531468531,Medium,1
prasinophyte sp. RCC997,P10K-NCBI-002783,CAM_ASM_000758,10.116017,14515,968,41.6,14300,48.4895104895105,Low,1
prasinophyte sp. RCC997,P10K-NCBI-002784,CAM_ASM_000759,13.221148,10749,1808,73.7,10629,61.2475303415185,Medium,1
Pycnococcus provasolii,P10K-NCBI-002785,CAM_ASM_000769,13.308482,17265,1089,44.7,17185,48.9089322083212,Low,1
uncultured ciliate,P10K-NCBI-002786,CAM_ASM_000770,15.677492,28878,657,5.5,28589,72.0312008115009,Low,1
Partenskyella glossopodia,P10K-NCBI-002787,CAM_ASM_000687,26.830914,32307,1220,61.2,32186,61.1694525570124,Medium,1
Triparma eleuthera,P10K-NCBI-002788,CAM_ASM_000688,22.354711,32559,941,51.4,32165,44.5795118918079,Low,1
Bolidomonas sp.,P10K-NCBI-002789,CAM_ASM_000689,20.090048,26882,1058,45.9,26495,40.2528779014908,Low,1
Bolidomonas sp.,P10K-NCBI-002790,CAM_ASM_000697,23.967111,29766,1191,47.9,29480,45.2170963364993,Low,1
Minutocellus polymorphus,P10K-NCBI-002791,CAM_ASM_000698,22.785808,30920,1078,45.5,30831,45.1169277675067,Low,1
Florenciella parvula,P10K-NCBI-002792,CAM_ASM_000699,17.833843,30809,764,29.5,30442,46.7511990013797,Low,1
Florenciella sp.,P10K-NCBI-002793,CAM_ASM_000707,29.634669,42429,1029,37.7,41936,44.3699923693247,Low,1
Florenciella sp.,P10K-NCBI-002794,CAM_ASM_000708,3.717635,7956,534,1.6,7882,46.9931489469678,Low,1
Mamiellaceae sp. RCC2288,P10K-NCBI-002795,CAM_ASM_000709,27.225672,42141,891,54.1,41446,34.1745886213386,Low,1
Micromonas pusilla,P10K-NCBI-002796,CAM_ASM_000718,19.7739,15978,1897,66.3,15756,55.7565371921808,Medium,1
Pelagomonas calceolata,P10K-NCBI-002797,CAM_ASM_000719,22.319126,27845,1135,47.9,27069,43.9247848091913,Low,1
Pelagophyceae sp.,P10K-NCBI-002798,CAM_ASM_000720,20.355944,29578,903,45.5,28061,42.3399023555825,Low,1
Picochlorum sp. RCC944,P10K-NCBI-002799,CAM_ASM_000729,14.856109,16181,1521,64.3,16054,49.5079108010465,Medium,1
Scyphosphaera apsteinii,P10K-NCBI-002800,CAM_ASM_000742,46.511961,76564,864,58.0,76289,46.0564432618071,Medium,1
Calcidiscus leptoporus,P10K-NCBI-002801,CAM_ASM_000743,38.197456,60887,885,58.4,60100,45.2995008319468,Medium,1
Chrysoculter rhomboideus,P10K-NCBI-002802,CAM_ASM_000744,17.272976,26549,891,40.8,26207,47.4720494524364,Low,1
Chaetoceros neogracilis,P10K-NCBI-002803,CAM_ASM_000752,23.662803,28868,1185,58.0,28817,56.2168164625048,Medium,1
Pelagodinium beii,P10K-NCBI-002804,CAM_ASM_000754,73.200081,107171,1038,54.5,106768,45.9903716469354,Medium,1
Fibrocapsa japonica,P10K-NCBI-002805,CAM_ASM_000762,14.707172,24389,802,34.5,24249,56.4064497505052,Low,1
Florenciella parvula,P10K-NCBI-002806,CAM_ASM_000764,105.345116,110828,1587,56.9,109681,48.8589637220667,Medium,1
Fabrea salina,P10K-NCBI-002807,CAM_ASM_000843,17.528871,16640,1513,73.3,16425,69.1324200913242,Medium,1
Aplanochytrium stocchinoi,P10K-NCBI-002808,CAM_ASM_000771,25.735817,30490,1370,50.2,30364,65.0441312080095,Medium,1
Aplanochytrium stocchinoi,P10K-NCBI-002809,CAM_ASM_000690,14.500149,18946,1080,32.6,18887,74.3421400963626,Medium,1
Aplanochytrium stocchinoi,P10K-NCBI-002810,CAM_ASM_000700,22.340571,22995,1578,56.1,22914,68.1722964126735,Medium,1
Aplanochytrium stocchinoi,P10K-NCBI-002811,CAM_ASM_000710,18.903505,21247,1306,40.4,21179,74.8288398885689,Medium,1
Stauroneis constricta,P10K-NCBI-002812,CAM_ASM_000046,23.862356,29115,1317,35.6,29082,44.0891272952342,Low,1
Erythrolobus australicus,P10K-NCBI-002813,CAM_ASM_000845,13.392163,15676,1352,37.6,15586,49.6535352239189,Low,1
Erythrolobus madagascarensis,P10K-NCBI-002814,CAM_ASM_000846,12.872616,17856,1034,26.3,17778,45.798177522781,Low,1
Hemiselmis tepida,P10K-NCBI-002815,CAM_ASM_000721,23.874702,38957,834,36.5,38169,30.8496423799418,Low,1
Hemiselmis virescens,P10K-NCBI-002816,CAM_ASM_000847,25.040307,43767,765,53.7,43279,39.254603849442,Low,1
Hemiselmis rufescens,P10K-NCBI-002817,CAM_ASM_000732,33.551384,52525,882,58.0,51750,33.5323671497584,Low,1
Bigelowiella natans,P10K-NCBI-002818,CAM_ASM_000733,24.15609,36004,978,48.7,35910,50.1559454191033,Low,1
Bigelowiella longifila,P10K-NCBI-002819,CAM_ASM_000745,26.661599,35304,1051,45.9,35259,70.8187980373805,Medium,1
Licmophora paradoxa,P10K-NCBI-002820,CAM_ASM_000848,27.679085,42249,906,33.3,42118,54.0006647988983,Low,1
Staurosira sp.,P10K-NCBI-002821,CAM_ASM_000849,29.897578,32931,1296,58.4,32884,60.0869723877874,Medium,1
Leptocylindrus danicus,P10K-NCBI-002822,CAM_ASM_000850,26.659768,29356,1404,67.8,29317,61.1351775420405,Medium,1
Gephyrocapsa oceanica,P10K-NCBI-002823,CAM_ASM_000851,35.60065,49697,966,50.9,48312,40.8718330849478,Low,1
Gephyrocapsa oceanica,P10K-NCBI-002824,CAM_ASM_000852,33.700949,47723,944,50.9,46380,40.0970245795602,Low,1
Gephyrocapsa oceanica,P10K-NCBI-002825,CAM_ASM_000853,38.755181,51079,1030,50.2,49709,42.6280955159026,Low,1
Gephyrocapsa oceanica,P10K-NCBI-002826,CAM_ASM_000854,41.73443,52229,1084,53.0,50907,43.8426935391989,Low,1
Cladocopium sp. clade C,P10K-NCBI-002827,CAM_ASM_000855,60.631787,78634,1127,63.5,78399,52.0427556473935,Medium,1
Cladocopium sp. clade C,P10K-NCBI-002828,CAM_ASM_000857,59.173081,88291,966,57.3,87939,45.7896951295785,Medium,1
Cladocopium sp. clade C,P10K-NCBI-002829,CAM_ASM_000858,46.42689,80643,764,44.3,80181,47.4875593968646,Low,1
Cladocopium sp. clade C,P10K-NCBI-002830,CAM_ASM_000859,54.671187,90138,826,53.0,89643,53.6996753790034,Medium,1
Symbiodinium sp. clade A,P10K-NCBI-002831,CAM_ASM_000841,50.603476,75410,993,49.0,75256,49.4153290103115,Low,1
Symbiodinium sp. type D1a,P10K-NCBI-002832,CAM_ASM_000874,66.205971,149771,501,37.7,149151,28.1761436396672,Low,1
Moneuplotes crassus,P10K-NCBI-002833,CAM_ASM_000877,22.837061,40432,734,34.1,40311,41.383245268041,Low,1
Pavlova sp. CCMP459,P10K-NCBI-002834,CAM_ASM_000878,14.433663,21667,992,26.6,21460,46.6728797763281,Low,1
Ammonia sp.,P10K-NCBI-002835,CAM_ASM_000880,44.555117,75739,778,36.8,75645,37.4737259567718,Low,1
Elphidium margaritaceum,P10K-NCBI-002836,CAM_ASM_000861,38.207482,60450,843,41.5,60397,36.7567925559216,Low,1
Micromonas pusilla,P10K-NCBI-002837,CAM_ASM_000862,22.175178,12696,2581,79.2,12632,64.5899303356555,Medium,1
Micromonas pusilla,P10K-NCBI-002838,CAM_ASM_000863,21.218673,13796,2250,78.1,13641,56.8726632944799,Medium,1
Isochrysis sp.,P10K-NCBI-002839,CAM_ASM_000864,39.943553,51823,1048,53.8,50300,42.8409542743539,Low,1
Rhodomonas sp. CCMP768,P10K-NCBI-002840,CAM_ASM_000865,26.274396,54048,573,30.6,53315,41.1966613523399,Low,1
Micromonas pusilla,P10K-NCBI-002841,CAM_ASM_000866,20.711929,14410,2089,82.0,14277,62.7582825523569,Medium,1
Chlamydomonas leiostraca,P10K-NCBI-002842,CAM_ASM_000867,28.868372,38192,1187,65.4,37841,42.1341930710076,Medium,1
Chlamydomonas chlamydogama,P10K-NCBI-002843,CAM_ASM_000868,35.267581,40748,1443,72.6,40587,52.4108704757681,Medium,1
Micromonas pusilla,P10K-NCBI-002844,CAM_ASM_000869,12.80089,16326,1226,45.5,16080,38.2587064676617,Low,1
Asterionellopsis glacialis,P10K-NCBI-002845,CAM_ASM_000870,25.013944,29587,1292,60.8,29532,55.6345658946228,Medium,1
Blepharisma japonicum,P10K-NCBI-002846,CAM_ASM_000871,20.892858,33020,844,55.3,33020,7.00484554815263,Low,1
Pseudokeronopsis sp.,P10K-NCBI-002847,CAM_ASM_000872,28.691865,49169,761,42.0,49073,35.7284046216861,Low,1
Climacostomum virens,P10K-NCBI-002848,CAM_ASM_000891,45.8747,34800,2756,75.6,34547,68.141951544273,Medium,1
Bathycoccus prasinos,P10K-NCBI-002849,CAM_ASM_000893,15.346017,8931,2519,71.4,8897,73.0695740137125,Medium,1
Micromonas pusilla,P10K-NCBI-002850,CAM_ASM_000793,21.594845,14968,2125,75.3,14789,55.0950030428021,Medium,1
Micromonas pusilla,P10K-NCBI-002851,CAM_ASM_000894,18.365827,15284,1729,75.3,14881,48.4980848061286,Medium,1
Micromonas pusilla,P10K-NCBI-002852,CAM_ASM_000895,14.865995,15692,1432,62.4,15163,41.4166062124909,Medium,1
Micromonas pusilla,P10K-NCBI-002853,CAM_ASM_000794,20.784632,15140,2107,75.7,14916,52.8559935639582,Medium,1
Micromonas pusilla,P10K-NCBI-002854,CAM_ASM_000795,20.413828,16116,1981,73.4,15848,50.1640585562847,Medium,1
Conticribra weissflogii,P10K-NCBI-002855,CAM_ASM_000896,30.967045,34792,1327,54.5,34747,50.9914524994964,Medium,1
Conticribra weissflogii,P10K-NCBI-002856,CAM_ASM_000897,30.793055,32728,1389,54.5,32683,50.6563045008108,Medium,1
Conticribra weissflogii,P10K-NCBI-002857,CAM_ASM_000889,31.025167,34960,1306,54.9,34914,50.4410838059231,Medium,1
Conticribra weissflogii,P10K-NCBI-002858,CAM_ASM_000890,32.396934,32100,1483,58.1,32061,54.1374255325785,Medium,1
Conticribra weissflogii,P10K-NCBI-002859,CAM_ASM_000909,32.005343,32186,1465,58.1,32152,53.2968400099527,Medium,1
Conticribra weissflogii,P10K-NCBI-002860,CAM_ASM_000910,33.115285,33354,1461,57.3,33309,54.6488936923954,Medium,1
Conticribra weissflogii,P10K-NCBI-002861,CAM_ASM_000911,31.645185,33394,1418,51.7,33356,53.7324619258904,Medium,1
Conticribra weissflogii,P10K-NCBI-002862,CAM_ASM_000912,32.106307,32610,1482,56.1,32579,54.350962276313,Medium,1
Conticribra weissflogii,P10K-NCBI-002863,CAM_ASM_000913,29.775703,32010,1364,51.4,31983,49.5325641747178,Medium,1
Conticribra weissflogii,P10K-NCBI-002864,CAM_ASM_000914,30.50773,32138,1396,56.8,32093,51.057863085408,Medium,1
Conticribra weissflogii,P10K-NCBI-002865,CAM_ASM_000898,29.816891,33092,1320,58.5,33040,49.8062953995157,Medium,1
Conticribra weissflogii,P10K-NCBI-002866,CAM_ASM_000899,31.700139,32717,1421,58.8,32685,50.6899189230534,Medium,1
Conticribra weissflogii,P10K-NCBI-002867,CAM_ASM_000903,31.617271,31856,1454,60.0,31824,51.8476621417798,Medium,1
Conticribra weissflogii,P10K-NCBI-002868,CAM_ASM_000904,32.086598,32035,1463,64.3,32010,51.9119025304592,Medium,1
Conticribra weissflogii,P10K-NCBI-002869,CAM_ASM_000905,32.617811,32494,1483,62.7,32462,52.8125192532808,Medium,1
Conticribra weissflogii,P10K-NCBI-002870,CAM_ASM_000906,31.312478,32135,1442,58.1,32097,51.6341091067701,Medium,1
Conticribra weissflogii,P10K-NCBI-002871,CAM_ASM_000907,30.006701,32560,1355,58.8,32515,49.8662155928033,Medium,1
Conticribra weissflogii,P10K-NCBI-002872,CAM_ASM_000908,30.553161,32732,1377,59.6,32680,49.9969400244798,Medium,1
Pseudo-nitzschia heimii,P10K-NCBI-002873,CAM_ASM_000900,27.885072,28036,1581,63.1,27764,53.4252989482783,Medium,1
Oxyrrhis marina,P10K-NCBI-002874,CAM_ASM_000901,28.596571,43252,990,45.4,42581,43.5217585308001,Low,1
Oxyrrhis marina,P10K-NCBI-002875,CAM_ASM_000902,32.681973,48673,1019,45.5,47806,42.9715935238255,Low,1
Oxyrrhis marina,P10K-NCBI-002876,CAM_ASM_000915,74.484725,99914,1205,63.9,96973,45.7250987388242,Medium,1
Skeletonema marinoi,P10K-NCBI-002877,CAM_ASM_000796,25.092164,33141,1090,49.0,33091,47.9254177873138,Low,1
Chaetoceros sp.,P10K-NCBI-002878,CAM_ASM_000797,15.170717,23506,878,28.6,23464,61.1319468121377,Low,1
Pseudo-nitzschia delicatissima,P10K-NCBI-002879,CAM_ASM_000917,19.419616,21996,1284,48.2,21931,63.1161369750581,Medium,1
labyrinthulid quahog parasite QPX,P10K-NCBI-002880,CAM_ASM_001092,37.266059,26796,2602,87.9,26443,67.6020118745982,Medium,1
Minutocellus polymorphus,P10K-NCBI-002881,CAM_ASM_001093,11.227432,20091,709,16.4,20045,55.0212022948366,Low,1
Chaetoceros brevis,P10K-NCBI-002882,CAM_ASM_001094,3.822554,8658,509,8.6,8631,66.8172865253157,Low,1
Alexandrium andersonii,P10K-NCBI-002883,CAM_ASM_001095,43.583212,104672,453,25.4,102212,29.211834226901,Low,1
Eucampia antarctica,P10K-NCBI-002884,CAM_ASM_001096,18.15514,31321,775,39.2,31241,54.1659998079447,Low,1
Pterosperma sp. CCMP1384,P10K-NCBI-002885,CAM_ASM_001097,26.528425,43875,851,45.1,43582,48.4947914276536,Low,1
Gonyaulax spinifera,P10K-NCBI-002886,CAM_ASM_001098,41.011311,80982,648,42.0,79889,36.6746360575298,Low,1
Polarella glacialis,P10K-NCBI-002887,CAM_ASM_001099,40.0967,77363,655,41.6,76538,39.5868718806345,Low,1
Heterocapsa arctica,P10K-NCBI-002888,CAM_ASM_001100,46.068957,81670,747,48.2,79382,32.4720969489305,Low,1
Craspedostauros australis,P10K-NCBI-002889,CAM_ASM_001101,19.47727,25015,1111,35.3,24984,59.8422990714057,Low,1
Entomoneis sp.,P10K-NCBI-002890,CAM_ASM_001102,14.783798,22267,952,39.3,22212,58.5944534485863,Low,1
Phaeocystis antarctica,P10K-NCBI-002891,CAM_ASM_001103,22.587417,39194,763,47.8,38225,37.6036625245258,Low,1
Pyramimonas sp.,P10K-NCBI-002892,CAM_ASM_001104,31.20199,46337,1015,66.7,45811,49.2087053327803,Medium,1
Chloropicon maureeniae,P10K-NCBI-002893,CAM_ASM_001112,13.01734,15994,1139,56.1,15929,45.9790319542972,Medium,1
Chaetoceros dichaeta,P10K-NCBI-002894,CAM_ASM_001113,24.738347,37747,916,38.0,37644,53.6154500053129,Low,1
Attheya septentrionalis,P10K-NCBI-002895,CAM_ASM_001114,27.705881,29909,1393,47.5,29859,54.7272179242439,Medium,1
Madagascaria erythrocladioides,P10K-NCBI-002896,CAM_ASM_001115,33.247345,57982,720,49.0,56452,33.7773683837597,Low,1
Vitrella brassicaformis,P10K-NCBI-002897,CAM_ASM_001116,40.93006,54204,1129,55.3,54088,45.1005768377459,Medium,1
Synchroma pusillum,P10K-NCBI-002898,CAM_ASM_001117,12.745818,20669,809,48.7,20055,34.5200698080279,Low,1
Chloropicon roscoffensis,P10K-NCBI-002899,CAM_ASM_001118,12.254065,16135,1134,52.2,15896,50.7486160040262,Medium,1
Chloropicon roscoffensis,P10K-NCBI-002900,CAM_ASM_001119,12.086463,12219,1420,72.2,12045,53.4329597343296,Medium,1
Pycnococcus provasolii,P10K-NCBI-002901,CAM_ASM_001120,12.407096,15204,1164,46.6,15125,54.201652892562,Medium,1
Bathycoccus prasinos,P10K-NCBI-002902,CAM_ASM_001121,14.611203,11309,2117,61.1,11221,61.8126726673202,Medium,1
Brandtodinium nutricula,P10K-NCBI-002903,CAM_ASM_001122,64.828963,105264,827,53.3,103346,28.4036150407369,Low,1
Diacronema lutheri,P10K-NCBI-002904,CAM_ASM_001123,13.480812,21930,808,40.0,21537,34.048381854483,Low,1
Exanthemachrysis gayraliae,P10K-NCBI-002905,CAM_ASM_001124,20.057218,27945,1000,50.2,27257,37.3628792603735,Low,1
Phaeocystis cordata,P10K-NCBI-002906,CAM_ASM_001125,10.427087,18035,741,35.7,17800,47.4325842696629,Low,1
Pavlova gyrans,P10K-NCBI-002907,CAM_ASM_001126,20.971392,29304,1031,33.4,28683,39.1486246208556,Low,1
Pelagophyceae sp. CCMP2135,P10K-NCBI-002908,CAM_ASM_001127,25.416093,30732,1238,51.7,29474,49.5182194476488,Medium,1
Mantoniella sp. CCMP1436,P10K-NCBI-002909,CAM_ASM_001128,27.735764,47261,818,48.6,45632,52.4368863955119,Medium,1
Chloropicon primus,P10K-NCBI-002910,CAM_ASM_001105,15.082691,14645,1669,75.3,14404,57.5465148569842,Medium,1
Pycnococcus provasolii,P10K-NCBI-002911,CAM_ASM_001107,9.638273,14502,905,29.4,14418,52.5523650991816,Low,1
Pycnococcus provasolii,P10K-NCBI-002912,CAM_ASM_001108,8.051963,12112,852,25.1,12064,64.2241379310345,Low,1
Stichococcus sp.,P10K-NCBI-002913,CAM_ASM_001109,25.089563,21325,2082,70.6,21256,58.8116296575085,Medium,1
